district_name,state_name,year,season,crop,yield,crop_type,avg_temp,total_precip,avg_humidity,avg_windspeed,district_x,state_x,data_points,district_y,state_y,loamy_alfisols_level,ustalf/ustolls_level,loamy_alfisol_level,vertisols_level,vertic_soils_level,inceptisols_level,verrtisols_level,orthids_level,sandy_alfisol_level,sandy_alfisols_level,vertic_sols_level,udupts/udalfs_level,vrtic_soils_level,verti_sols_level,pssaments_level,vertic_osils_level,pssamnets_level,udolls/udalfs_level,innceptisols_level,crop_code,area_unit,production_unit,yield_unit,id,yield_value,crop_area,crop_production,yield_calculated
guntur,andhra pradesh,2015.0,kharif,bajra,2.04,Cereals,29.83252336448598,717.55,69.57556074766354,2.501495327102804,Guntur,Andhra Pradesh,214.0,Guntur,Andhra Pradesh,,,,low,,,,moderate,low,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare,,,1556.0,3179.0,2.0430591259640103
guntur,andhra pradesh,2015.0,rabi,bajra,2.0,Cereals,24.919666666666664,106.16,68.27241666666667,1.94025,Guntur,Andhra Pradesh,120.0,Guntur,Andhra Pradesh,,,,low,,,,moderate,low,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare,,,4.0,8.0,2.0
guntur,andhra pradesh,2015.0,rabi,bajra,2.0,Cereals,26.2206043956044,171.49,67.39021978021978,1.8942307692307687,Guntur,Andhra Pradesh,182.0,Guntur,Andhra Pradesh,,,,low,,,,moderate,low,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare,,,4.0,8.0,2.0
kurnool,andhra pradesh,2015.0,kharif,bajra,1.36,Cereals,29.15700934579439,491.68,60.956261682243,3.0573831775700926,Kurnool,Andhra Pradesh,214.0,Kurnool,Andhra Pradesh,,,,,moderate,,,,extreme,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare,,,9765.0,13251.0,1.356989247311828
kurnool,andhra pradesh,2015.0,rabi,bajra,1.35,Cereals,24.54216666666667,32.059999999999995,56.10933333333334,2.38825,Kurnool,Andhra Pradesh,120.0,Kurnool,Andhra Pradesh,,,,,moderate,,,,extreme,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare,,,99.0,134.0,1.3535353535353536
kurnool,andhra pradesh,2015.0,rabi,bajra,1.35,Cereals,25.728626373626376,85.19,56.04747252747252,2.2695604395604394,Kurnool,Andhra Pradesh,182.0,Kurnool,Andhra Pradesh,,,,,moderate,,,,extreme,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare,,,99.0,134.0,1.3535353535353536
srikakulam,andhra pradesh,2015.0,kharif,bajra,2.52,Cereals,28.73822429906542,1318.85,76.54574766355141,2.348551401869159,Srikakulam,Andhra Pradesh,214.0,Srikakulam,Andhra Pradesh,,,,,,,,high_extreme,,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare,,,176.0,444.0,2.522727272727273
chittoor,andhra pradesh,2015.0,kharif,cashewnut,0.37,Fruits,26.89415887850468,624.84,67.80102803738318,2.8238317757009344,Chittoor,Andhra Pradesh,214.0,Chittoor,Andhra Pradesh,,,,,,,,low,high_extreme,,,,,,,,,,,619,Hectare,Tonnes,Tonnes/Hectare,,,86.0,32.0,0.37209302325581395
east godavari,andhra pradesh,2015.0,kharif,cashewnut,0.34,Fruits,28.750140186915893,1011.88,77.06705607476637,2.217943925233645,East Godavari,Andhra Pradesh,214.0,East Godavari,Andhra Pradesh,,,,,,,,extreme,low,,,,,,,,,,,619,Hectare,Tonnes,Tonnes/Hectare,,,29713.0,9984.0,0.3360145390906337
guntur,andhra pradesh,2015.0,kharif,cashewnut,0.38,Fruits,29.83252336448598,717.55,69.57556074766354,2.501495327102804,Guntur,Andhra Pradesh,214.0,Guntur,Andhra Pradesh,,,,low,,,,moderate,low,,,,,,,,,,,619,Hectare,Tonnes,Tonnes/Hectare,,,152.0,57.0,0.375
krishna,andhra pradesh,2015.0,kharif,cashewnut,0.37,Fruits,29.314719626168227,873.7299999999999,77.45331775700936,3.980140186915888,Krishna,Andhra Pradesh,214.0,Krishna,Andhra Pradesh,moderate,,,,,,,moderate,,,,,,,,,,,,619,Hectare,Tonnes,Tonnes/Hectare,,,115.0,43.0,0.3739130434782609
srikakulam,andhra pradesh,2015.0,kharif,cashewnut,0.33,Fruits,28.73822429906542,1318.85,76.54574766355141,2.348551401869159,Srikakulam,Andhra Pradesh,214.0,Srikakulam,Andhra Pradesh,,,,,,,,high_extreme,,,,,,,,,,,,619,Hectare,Tonnes,Tonnes/Hectare,,,23561.0,7775.0,0.3299944824073681
west godavari,andhra pradesh,2015.0,kharif,cashewnut,0.76,Fruits,28.97579439252336,1036.14,78.52079439252337,3.190467289719626,West Godavari,Andhra Pradesh,214.0,West Godavari,Andhra Pradesh,,,,,,,,moderate,moderate,,,,,,,,,,,619,Hectare,Tonnes,Tonnes/Hectare,,,15016.0,11457.0,0.762986148108684
chittoor,andhra pradesh,2015.0,kharif,castor seed,0.55,Oilseeds,26.89415887850468,624.84,67.80102803738318,2.8238317757009344,Chittoor,Andhra Pradesh,214.0,Chittoor,Andhra Pradesh,,,,,,,,low,high_extreme,,,,,,,,,,,1002,Hectare,Tonnes,Tonnes/Hectare,,,139.0,76.0,0.5467625899280576
east godavari,andhra pradesh,2015.0,kharif,castor seed,0.8,Oilseeds,28.750140186915893,1011.88,77.06705607476637,2.217943925233645,East Godavari,Andhra Pradesh,214.0,East Godavari,Andhra Pradesh,,,,,,,,extreme,low,,,,,,,,,,,1002,Hectare,Tonnes,Tonnes/Hectare,,,40.0,32.0,0.8
guntur,andhra pradesh,2015.0,kharif,castor seed,1.29,Oilseeds,29.83252336448598,717.55,69.57556074766354,2.501495327102804,Guntur,Andhra Pradesh,214.0,Guntur,Andhra Pradesh,,,,low,,,,moderate,low,,,,,,,,,,,1002,Hectare,Tonnes,Tonnes/Hectare,,,1096.0,1418.0,1.2937956204379562
guntur,andhra pradesh,2015.0,rabi,castor seed,1.3,Oilseeds,24.919666666666664,106.16,68.27241666666667,1.94025,Guntur,Andhra Pradesh,120.0,Guntur,Andhra Pradesh,,,,low,,,,moderate,low,,,,,,,,,,,1002,Hectare,Tonnes,Tonnes/Hectare,,,288.0,373.0,1.2951388888888888
guntur,andhra pradesh,2015.0,rabi,castor seed,1.3,Oilseeds,26.2206043956044,171.49,67.39021978021978,1.8942307692307687,Guntur,Andhra Pradesh,182.0,Guntur,Andhra Pradesh,,,,low,,,,moderate,low,,,,,,,,,,,1002,Hectare,Tonnes,Tonnes/Hectare,,,288.0,373.0,1.2951388888888888
kurnool,andhra pradesh,2015.0,kharif,castor seed,0.41,Oilseeds,29.15700934579439,491.68,60.956261682243,3.0573831775700926,Kurnool,Andhra Pradesh,214.0,Kurnool,Andhra Pradesh,,,,,moderate,,,,extreme,,,,,,,,,,,1002,Hectare,Tonnes,Tonnes/Hectare,,,33571.0,13697.0,0.4080009532036579
kurnool,andhra pradesh,2015.0,rabi,castor seed,0.4,Oilseeds,24.54216666666667,32.059999999999995,56.10933333333334,2.38825,Kurnool,Andhra Pradesh,120.0,Kurnool,Andhra Pradesh,,,,,moderate,,,,extreme,,,,,,,,,,,1002,Hectare,Tonnes,Tonnes/Hectare,,,72.0,29.0,0.4027777777777778
kurnool,andhra pradesh,2015.0,rabi,castor seed,0.4,Oilseeds,25.728626373626376,85.19,56.04747252747252,2.2695604395604394,Kurnool,Andhra Pradesh,182.0,Kurnool,Andhra Pradesh,,,,,moderate,,,,extreme,,,,,,,,,,,1002,Hectare,Tonnes,Tonnes/Hectare,,,72.0,29.0,0.4027777777777778
chittoor,andhra pradesh,2015.0,kharif,coriander,0.5,Spices,26.89415887850468,624.84,67.80102803738318,2.8238317757009344,Chittoor,Andhra Pradesh,214.0,Chittoor,Andhra Pradesh,,,,,,,,low,high_extreme,,,,,,,,,,,509,Hectare,Tonnes,Tonnes/Hectare,,,2.0,1.0,0.5
chittoor,andhra pradesh,2015.0,rabi,coriander,0.41,Spices,22.091833333333337,481.92,76.81641666666668,2.25225,Chittoor,Andhra Pradesh,120.0,Chittoor,Andhra Pradesh,,,,,,,,low,high_extreme,,,,,,,,,,,509,Hectare,Tonnes,Tonnes/Hectare,,,44.0,18.0,0.4090909090909091
chittoor,andhra pradesh,2015.0,rabi,coriander,0.41,Spices,23.22593406593407,617.6800000000001,73.71478021978022,2.183791208791209,Chittoor,Andhra Pradesh,182.0,Chittoor,Andhra Pradesh,,,,,,,,low,high_extreme,,,,,,,,,,,509,Hectare,Tonnes,Tonnes/Hectare,,,44.0,18.0,0.4090909090909091
east godavari,andhra pradesh,2015.0,rabi,coriander,0.38,Spices,24.40833333333333,123.88,71.423,1.9660833333333327,East Godavari,Andhra Pradesh,120.0,East Godavari,Andhra Pradesh,,,,,,,,extreme,low,,,,,,,,,,,509,Hectare,Tonnes,Tonnes/Hectare,,,8.0,3.0,0.375
east godavari,andhra pradesh,2015.0,rabi,coriander,0.38,Spices,25.699615384615385,241.69,70.5471978021978,1.859065934065934,East Godavari,Andhra Pradesh,182.0,East Godavari,Andhra Pradesh,,,,,,,,extreme,low,,,,,,,,,,,509,Hectare,Tonnes,Tonnes/Hectare,,,8.0,3.0,0.375
kurnool,andhra pradesh,2015.0,rabi,coriander,0.29,Spices,24.54216666666667,32.059999999999995,56.10933333333334,2.38825,Kurnool,Andhra Pradesh,120.0,Kurnool,Andhra Pradesh,,,,,moderate,,,,extreme,,,,,,,,,,,509,Hectare,Tonnes,Tonnes/Hectare,,,8435.0,2455.0,0.29104919976289273
kurnool,andhra pradesh,2015.0,rabi,coriander,0.29,Spices,25.728626373626376,85.19,56.04747252747252,2.2695604395604394,Kurnool,Andhra Pradesh,182.0,Kurnool,Andhra Pradesh,,,,,moderate,,,,extreme,,,,,,,,,,,509,Hectare,Tonnes,Tonnes/Hectare,,,8435.0,2455.0,0.29104919976289273
west godavari,andhra pradesh,2015.0,kharif,coriander,0.33,Spices,28.97579439252336,1036.14,78.52079439252337,3.190467289719626,West Godavari,Andhra Pradesh,214.0,West Godavari,Andhra Pradesh,,,,,,,,moderate,moderate,,,,,,,,,,,509,Hectare,Tonnes,Tonnes/Hectare,,,6.0,2.0,0.3333333333333333
chittoor,andhra pradesh,2015.0,kharif,cotton(lint),1.75,Fiber Crops,26.89415887850468,624.84,67.80102803738318,2.8238317757009344,Chittoor,Andhra Pradesh,214.0,Chittoor,Andhra Pradesh,,,,,,,,low,high_extreme,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare,,,435.0,761.0,1.7494252873563219
chittoor,andhra pradesh,2015.0,rabi,cotton(lint),1.75,Fiber Crops,22.091833333333337,481.92,76.81641666666668,2.25225,Chittoor,Andhra Pradesh,120.0,Chittoor,Andhra Pradesh,,,,,,,,low,high_extreme,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare,,,707.0,1239.0,1.7524752475247525
chittoor,andhra pradesh,2015.0,rabi,cotton(lint),1.75,Fiber Crops,23.22593406593407,617.6800000000001,73.71478021978022,2.183791208791209,Chittoor,Andhra Pradesh,182.0,Chittoor,Andhra Pradesh,,,,,,,,low,high_extreme,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare,,,707.0,1239.0,1.7524752475247525
east godavari,andhra pradesh,2015.0,kharif,cotton(lint),2.93,Fiber Crops,28.750140186915893,1011.88,77.06705607476637,2.217943925233645,East Godavari,Andhra Pradesh,214.0,East Godavari,Andhra Pradesh,,,,,,,,extreme,low,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare,,,20565.0,60153.0,2.925018234865062
guntur,andhra pradesh,2015.0,kharif,cotton(lint),3.88,Fiber Crops,29.83252336448598,717.55,69.57556074766354,2.501495327102804,Guntur,Andhra Pradesh,214.0,Guntur,Andhra Pradesh,,,,low,,,,moderate,low,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare,,,198220.0,768744.0,3.878236303097568
guntur,andhra pradesh,2015.0,rabi,cotton(lint),3.87,Fiber Crops,24.919666666666664,106.16,68.27241666666667,1.94025,Guntur,Andhra Pradesh,120.0,Guntur,Andhra Pradesh,,,,low,,,,moderate,low,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare,,,79.0,306.0,3.8734177215189876
guntur,andhra pradesh,2015.0,rabi,cotton(lint),3.87,Fiber Crops,26.2206043956044,171.49,67.39021978021978,1.8942307692307687,Guntur,Andhra Pradesh,182.0,Guntur,Andhra Pradesh,,,,low,,,,moderate,low,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare,,,79.0,306.0,3.8734177215189876
krishna,andhra pradesh,2015.0,kharif,cotton(lint),3.8,Fiber Crops,29.314719626168227,873.7299999999999,77.45331775700936,3.980140186915888,Krishna,Andhra Pradesh,214.0,Krishna,Andhra Pradesh,moderate,,,,,,,moderate,,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare,,,52784.0,200829.0,3.804732494695362
kurnool,andhra pradesh,2015.0,kharif,cotton(lint),1.83,Fiber Crops,29.15700934579439,491.68,60.956261682243,3.0573831775700926,Kurnool,Andhra Pradesh,214.0,Kurnool,Andhra Pradesh,,,,,moderate,,,,extreme,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare,,,200123.0,366412.0,1.830933975605003
kurnool,andhra pradesh,2015.0,rabi,cotton(lint),1.71,Fiber Crops,24.54216666666667,32.059999999999995,56.10933333333334,2.38825,Kurnool,Andhra Pradesh,120.0,Kurnool,Andhra Pradesh,,,,,moderate,,,,extreme,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare,,,7.0,12.0,1.7142857142857142
kurnool,andhra pradesh,2015.0,rabi,cotton(lint),1.71,Fiber Crops,25.728626373626376,85.19,56.04747252747252,2.2695604395604394,Kurnool,Andhra Pradesh,182.0,Kurnool,Andhra Pradesh,,,,,moderate,,,,extreme,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare,,,7.0,12.0,1.7142857142857142
srikakulam,andhra pradesh,2015.0,kharif,cotton(lint),3.16,Fiber Crops,28.73822429906542,1318.85,76.54574766355141,2.348551401869159,Srikakulam,Andhra Pradesh,214.0,Srikakulam,Andhra Pradesh,,,,,,,,high_extreme,,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare,,,8883.0,28105.0,3.163908589440504
west godavari,andhra pradesh,2015.0,kharif,cotton(lint),3.3,Fiber Crops,28.97579439252336,1036.14,78.52079439252337,3.190467289719626,West Godavari,Andhra Pradesh,214.0,West Godavari,Andhra Pradesh,,,,,,,,moderate,moderate,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare,,,8392.0,27715.0,3.3025500476644423
chittoor,andhra pradesh,2015.0,kharif,cowpea(lobia),0.42,Pulses,26.89415887850468,624.84,67.80102803738318,2.8238317757009344,Chittoor,Andhra Pradesh,214.0,Chittoor,Andhra Pradesh,,,,,,,,low,high_extreme,,,,,,,,,,,207,Hectare,Tonnes,Tonnes/Hectare,,,1279.0,540.0,0.4222048475371384
chittoor,andhra pradesh,2015.0,rabi,cowpea(lobia),0.32,Pulses,22.091833333333337,481.92,76.81641666666668,2.25225,Chittoor,Andhra Pradesh,120.0,Chittoor,Andhra Pradesh,,,,,,,,low,high_extreme,,,,,,,,,,,207,Hectare,Tonnes,Tonnes/Hectare,,,22.0,7.0,0.3181818181818182
chittoor,andhra pradesh,2015.0,rabi,cowpea(lobia),0.32,Pulses,23.22593406593407,617.6800000000001,73.71478021978022,2.183791208791209,Chittoor,Andhra Pradesh,182.0,Chittoor,Andhra Pradesh,,,,,,,,low,high_extreme,,,,,,,,,,,207,Hectare,Tonnes,Tonnes/Hectare,,,22.0,7.0,0.3181818181818182
east godavari,andhra pradesh,2015.0,kharif,cowpea(lobia),0.83,Pulses,28.750140186915893,1011.88,77.06705607476637,2.217943925233645,East Godavari,Andhra Pradesh,214.0,East Godavari,Andhra Pradesh,,,,,,,,extreme,low,,,,,,,,,,,207,Hectare,Tonnes,Tonnes/Hectare,,,6.0,5.0,0.8333333333333334
east godavari,andhra pradesh,2015.0,rabi,cowpea(lobia),0.87,Pulses,24.40833333333333,123.88,71.423,1.9660833333333327,East Godavari,Andhra Pradesh,120.0,East Godavari,Andhra Pradesh,,,,,,,,extreme,low,,,,,,,,,,,207,Hectare,Tonnes,Tonnes/Hectare,,,193.0,167.0,0.8652849740932642
east godavari,andhra pradesh,2015.0,rabi,cowpea(lobia),0.87,Pulses,25.699615384615385,241.69,70.5471978021978,1.859065934065934,East Godavari,Andhra Pradesh,182.0,East Godavari,Andhra Pradesh,,,,,,,,extreme,low,,,,,,,,,,,207,Hectare,Tonnes,Tonnes/Hectare,,,193.0,167.0,0.8652849740932642
guntur,andhra pradesh,2015.0,rabi,cowpea(lobia),0.86,Pulses,24.919666666666664,106.16,68.27241666666667,1.94025,Guntur,Andhra Pradesh,120.0,Guntur,Andhra Pradesh,,,,low,,,,moderate,low,,,,,,,,,,,207,Hectare,Tonnes,Tonnes/Hectare,,,22.0,19.0,0.8636363636363636
guntur,andhra pradesh,2015.0,rabi,cowpea(lobia),0.86,Pulses,26.2206043956044,171.49,67.39021978021978,1.8942307692307687,Guntur,Andhra Pradesh,182.0,Guntur,Andhra Pradesh,,,,low,,,,moderate,low,,,,,,,,,,,207,Hectare,Tonnes,Tonnes/Hectare,,,22.0,19.0,0.8636363636363636
kurnool,andhra pradesh,2015.0,kharif,cowpea(lobia),1.0,Pulses,29.15700934579439,491.68,60.956261682243,3.0573831775700926,Kurnool,Andhra Pradesh,214.0,Kurnool,Andhra Pradesh,,,,,moderate,,,,extreme,,,,,,,,,,,207,Hectare,Tonnes,Tonnes/Hectare,,,1.0,1.0,1.0
kurnool,andhra pradesh,2015.0,rabi,cowpea(lobia),0.32,Pulses,24.54216666666667,32.059999999999995,56.10933333333334,2.38825,Kurnool,Andhra Pradesh,120.0,Kurnool,Andhra Pradesh,,,,,moderate,,,,extreme,,,,,,,,,,,207,Hectare,Tonnes,Tonnes/Hectare,,,25.0,8.0,0.32
kurnool,andhra pradesh,2015.0,rabi,cowpea(lobia),0.32,Pulses,25.728626373626376,85.19,56.04747252747252,2.2695604395604394,Kurnool,Andhra Pradesh,182.0,Kurnool,Andhra Pradesh,,,,,moderate,,,,extreme,,,,,,,,,,,207,Hectare,Tonnes,Tonnes/Hectare,,,25.0,8.0,0.32
west godavari,andhra pradesh,2015.0,kharif,cowpea(lobia),0.86,Pulses,28.97579439252336,1036.14,78.52079439252337,3.190467289719626,West Godavari,Andhra Pradesh,214.0,West Godavari,Andhra Pradesh,,,,,,,,moderate,moderate,,,,,,,,,,,207,Hectare,Tonnes,Tonnes/Hectare,,,14.0,12.0,0.8571428571428571
west godavari,andhra pradesh,2015.0,rabi,cowpea(lobia),0.22,Pulses,25.127666666666663,146.04000000000002,73.18325000000002,2.9421666666666666,West Godavari,Andhra Pradesh,120.0,West Godavari,Andhra Pradesh,,,,,,,,moderate,moderate,,,,,,,,,,,207,Hectare,Tonnes,Tonnes/Hectare,,,198.0,43.0,0.21717171717171718
west godavari,andhra pradesh,2015.0,rabi,cowpea(lobia),0.22,Pulses,26.194835164835165,272.71000000000004,72.73857142857142,2.714615384615384,West Godavari,Andhra Pradesh,182.0,West Godavari,Andhra Pradesh,,,,,,,,moderate,moderate,,,,,,,,,,,207,Hectare,Tonnes,Tonnes/Hectare,,,198.0,43.0,0.21717171717171718
chittoor,andhra pradesh,2015.0,rabi,dry chillies,2.76,Spices,22.091833333333337,481.92,76.81641666666668,2.25225,Chittoor,Andhra Pradesh,120.0,Chittoor,Andhra Pradesh,,,,,,,,low,high_extreme,,,,,,,,,,,502,Hectare,Tonnes,Tonnes/Hectare,,,1531.0,4218.0,2.7550620509470933
chittoor,andhra pradesh,2015.0,rabi,dry chillies,2.76,Spices,23.22593406593407,617.6800000000001,73.71478021978022,2.183791208791209,Chittoor,Andhra Pradesh,182.0,Chittoor,Andhra Pradesh,,,,,,,,low,high_extreme,,,,,,,,,,,502,Hectare,Tonnes,Tonnes/Hectare,,,1531.0,4218.0,2.7550620509470933
east godavari,andhra pradesh,2015.0,kharif,dry chillies,4.67,Spices,28.750140186915893,1011.88,77.06705607476637,2.217943925233645,East Godavari,Andhra Pradesh,214.0,East Godavari,Andhra Pradesh,,,,,,,,extreme,low,,,,,,,,,,,502,Hectare,Tonnes,Tonnes/Hectare,,,312.0,1458.0,4.673076923076923
