district,state,year,season,avg_temp,total_precip,avg_humidity,avg_windspeed,data_points
Ahmednagar,Maharashtra,2017,rabi,23.23060439560439,110.22999999999999,45.99785714285714,1.8060439560439556,182
Ahmedabad,Gujarat,2020,winter,20.247166666666665,4.68,50.936083333333336,1.8670000000000002,120
Ahmedabad,Gujarat,2020,summer,31.836915887850473,140.06,35.30336448598131,2.583084112149533,107
Ahmedabad,Gujarat,2020,kharif,30.601121495327103,968.6399999999999,63.11630841121496,2.5149532710280376,214
Ahmedabad,Gujarat,2020,rabi,22.345901639344262,22.58,51.456174863387986,1.7946448087431695,183
Ahmednagar,Maharashtra,2015,winter,22.867416666666667,45.660000000000004,41.58741666666666,1.9405000000000001,120
Ahmednagar,Maharashtra,2015,summer,29.258317757009344,183.75,43.956822429906545,2.6597196261682248,107
Ahmednagar,Maharashtra,2015,kharif,27.805186915887855,537.86,61.01556074766355,3.2654672897196257,214
Ahmednagar,Maharashtra,2015,rabi,23.957197802197804,130.07,46.13274725274725,1.9096153846153843,182
Adilabad,Telangana,2016,winter,22.326500000000003,2.0,47.149833333333326,1.6674166666666668,120
Adilabad,Telangana,2016,summer,33.805794392523374,103.10000000000001,32.48878504672898,2.5730841121495325,107
Adilabad,Telangana,2016,kharif,29.0864953271028,1030.69,64.45182242990653,2.6703738317757013,214
Adilabad,Telangana,2016,rabi,23.98289617486338,88.57,49.75136612021858,1.7312568306010931,183
Adilabad,Telangana,2017,winter,22.628083333333333,4.0600000000000005,44.33691666666667,1.6724166666666664,120
Adilabad,Telangana,2017,summer,33.069813084112155,137.28,27.64018691588785,2.4746728971962617,107
Adilabad,Telangana,2017,kharif,29.571308411214954,781.0999999999999,60.855934579439264,2.462803738317757,214
Adilabad,Telangana,2017,rabi,24.29472527472527,83.53,46.09049450549451,1.6606593406593406,182
Agra,Uttar Pradesh,2018,winter,17.97825,4.55,37.57383333333334,1.4400833333333334,120
Agra,Uttar Pradesh,2018,summer,32.546635514018696,67.98,23.361682242990653,2.0842990654205606,107
Agra,Uttar Pradesh,2018,kharif,30.942897196261686,853.0699999999999,55.0722429906542,2.1137383177570093,214
Agra,Uttar Pradesh,2018,rabi,20.643846153846155,20.729999999999997,39.347582417582416,1.4861538461538462,182
Agra,Uttar Pradesh,2020,winter,17.119500000000002,48.739999999999995,44.78308333333334,1.5170000000000001,120
Agra,Uttar Pradesh,2020,summer,30.09766355140187,86.46000000000001,35.25532710280374,2.0203738317757005,107
Agra,Uttar Pradesh,2020,kharif,31.78869158878505,426.7,46.885794392523366,2.0728504672897197,214
Agra,Uttar Pradesh,2020,rabi,19.851967213114754,83.75999999999999,43.31065573770492,1.5314754098360654,183
Ahmedabad,Gujarat,2015,winter,22.7665,7.33,30.37816666666667,1.8018333333333336,120
Ahmedabad,Gujarat,2015,summer,32.016915887850466,66.11,36.143271028037375,2.763457943925234,107
Ahmedabad,Gujarat,2015,kharif,31.02046728971963,630.1200000000001,56.64542056074766,2.8713084112149536,214
Ahmedabad,Gujarat,2015,rabi,24.694340659340657,27.88,33.48263736263736,1.7636263736263738,182
Agra,Uttar Pradesh,2019,winter,16.739083333333333,41.95,52.267916666666665,1.5127499999999998,120
Agra,Uttar Pradesh,2019,summer,31.69196261682243,37.40999999999999,25.14495327102804,2.1562616822429908,107
Agra,Uttar Pradesh,2019,kharif,31.630654205607478,652.44,52.458925233644855,2.0547196261682243,214
Agra,Uttar Pradesh,2019,rabi,19.23598901098901,58.56999999999999,51.928736263736255,1.535054945054945,182
Ahmedabad,Gujarat,2016,winter,22.732083333333335,0.0,29.938666666666666,1.7146666666666666,120
Ahmedabad,Gujarat,2016,summer,33.008971962616826,1.45,31.54990654205607,2.9371962616822427,107
Ahmedabad,Gujarat,2016,kharif,30.90177570093458,550.9000000000001,57.22191588785046,2.7786915887850467,214
Ahmedabad,Gujarat,2016,rabi,24.572295081967212,50.07000000000001,34.4775956284153,1.7039344262295084,183
Ahmedabad,Gujarat,2017,winter,22.213,9.290000000000001,34.282000000000004,1.8730833333333332,120
Ahmedabad,Gujarat,2017,summer,32.44429906542056,29.179999999999996,30.56093457943925,2.72429906542056,107
Ahmedabad,Gujarat,2017,kharif,30.337850467289716,851.59,60.32051401869158,2.68696261682243,214
Ahmedabad,Gujarat,2017,rabi,24.102252747252752,9.68,36.173131868131875,1.8059340659340657,182
Adilabad,Telangana,2018,winter,22.88458333333333,23.96,40.969166666666666,1.6152499999999999,120
Adilabad,Telangana,2018,summer,33.273644859813075,128.31,30.827009345794394,2.329345794392523,107
Adilabad,Telangana,2018,kharif,28.999859813084107,880.4699999999999,62.4197663551402,2.6193457943925234,214
Adilabad,Telangana,2018,rabi,24.51796703296703,29.03,42.48593406593407,1.6095604395604393,182
Ahmednagar,Maharashtra,2016,winter,21.91691666666667,0.72,39.60391666666666,1.7744166666666668,120
Ahmednagar,Maharashtra,2016,summer,31.084766355140186,42.800000000000004,35.37280373831776,2.9996261682242995,107
Ahmednagar,Maharashtra,2016,kharif,27.315981308411214,612.23,63.36228971962616,3.48214953271028,214
Ahmednagar,Maharashtra,2016,rabi,23.29579234972677,65.43,43.26841530054645,1.8104918032786885,183
Agra,Uttar Pradesh,2016,winter,18.812833333333334,2.5300000000000002,30.379833333333334,1.41025,120
Agra,Uttar Pradesh,2016,summer,33.117196261682246,48.89999999999999,22.2992523364486,2.1310280373831776,107
Agra,Uttar Pradesh,2016,kharif,31.52682242990654,763.36,51.430887850467286,1.9300934579439253,214
Agra,Uttar Pradesh,2016,rabi,21.55792349726776,17.97,32.05081967213115,1.469398907103825,183
Agra,Uttar Pradesh,2015,winter,17.965083333333332,42.42,39.979166666666664,1.41875,120
Agra,Uttar Pradesh,2015,summer,30.11299065420561,144.85999999999999,34.12037383177571,2.0414953271028033,107
Agra,Uttar Pradesh,2015,kharif,31.669953271028035,469.62,44.693971962616814,2.10714953271028,214
Agra,Uttar Pradesh,2015,rabi,20.40857142857143,143.81,40.93104395604396,1.4712087912087912,182
Ajmer,Rajasthan,2019,winter,16.562916666666666,18.970000000000002,47.87416666666666,1.7183333333333333,120
Ajmer,Rajasthan,2019,summer,30.206074766355137,25.72,24.933644859813086,2.6108411214953273,107
Ajmer,Rajasthan,2019,kharif,30.017056074766355,708.22,54.42051401869159,2.3918224299065423,214
Ajmer,Rajasthan,2019,rabi,18.97631868131868,35.53,47.20840659340659,1.7033516483516482,182
Ajmer,Rajasthan,2016,winter,18.976916666666668,6.32,30.054666666666666,1.6014166666666663,120
Ajmer,Rajasthan,2016,summer,31.205887850467295,21.060000000000002,25.08476635514019,3.20803738317757,107
Ajmer,Rajasthan,2016,kharif,29.941495327102807,585.9,52.56415887850467,2.8016822429906543,214
Ajmer,Rajasthan,2016,rabi,21.1744262295082,70.6,34.14989071038251,1.690382513661202,183
Ajmer,Rajasthan,2015,winter,17.901500000000002,9.099999999999998,33.74058333333333,1.7794999999999996,120
Ajmer,Rajasthan,2015,summer,29.04822429906542,106.51000000000002,34.51009345794392,2.65607476635514,107
Ajmer,Rajasthan,2015,kharif,30.130186915887855,377.36,46.0407476635514,2.679439252336449,214
Ajmer,Rajasthan,2015,rabi,20.213626373626376,62.239999999999995,35.41307692307692,1.8355494505494505,182
Akola,Maharashtra,2017,winter,22.485166666666668,1.8900000000000001,39.204166666666666,1.6850833333333335,120
Akola,Maharashtra,2017,summer,32.30289719626168,111.03999999999998,25.68691588785047,2.9374766355140185,107
Akola,Maharashtra,2017,kharif,29.080607476635514,729.1799999999998,59.68859813084112,2.8679906542056073,214
Akola,Maharashtra,2017,rabi,23.993736263736267,82.86999999999999,41.30197802197803,1.6931318681318683,182
Ahmednagar,Maharashtra,2020,winter,21.267,2.48,62.04441666666667,1.8336666666666668,120
Ahmednagar,Maharashtra,2020,summer,30.21168224299065,154.75,38.27579439252337,2.6726168224299074,107
Ahmednagar,Maharashtra,2020,kharif,27.385607476635517,1030.22,67.15985981308411,2.8404205607476642,214
Ahmednagar,Maharashtra,2020,rabi,22.815081967213114,213.60999999999999,61.02743169398907,1.9053005464480874,183
Ahmedabad,Gujarat,2018,winter,23.021333333333335,0.0,26.501916666666663,1.7198333333333333,120
Ahmedabad,Gujarat,2018,summer,33.04710280373832,0.12000000000000001,29.409158878504673,2.7228037383177566,107
Ahmedabad,Gujarat,2018,kharif,31.25635514018692,477.09,52.75214953271028,2.787336448598131,214
Ahmedabad,Gujarat,2018,rabi,25.10175824175824,0.04,28.493956043956043,1.6663186813186812,182
Akola,Maharashtra,2016,winter,22.094083333333334,1.4600000000000002,39.41991666666667,1.5743333333333334,120
Akola,Maharashtra,2016,summer,33.27420560747664,55.589999999999996,27.71467289719626,3.032616822429907,107
Akola,Maharashtra,2016,kharif,28.739252336448597,1009.49,62.54971962616822,2.9712149532710277,214
Akola,Maharashtra,2016,rabi,23.67344262295082,85.3,42.8603825136612,1.6536065573770493,183
Akola,Maharashtra,2019,winter,21.101,31.43,53.651500000000006,1.7831666666666666,120
Akola,Maharashtra,2019,summer,32.89813084112149,19.240000000000002,22.26252336448598,3.0011214953271024,107
Akola,Maharashtra,2019,kharif,29.234345794392524,963.3400000000001,61.08331775700935,3.0452803738317753,214
Akola,Maharashtra,2019,rabi,22.871263736263735,123.49,53.2932967032967,1.807802197802198,182
Ahmednagar,Maharashtra,2018,winter,22.897499999999997,6.21,34.24433333333333,1.6751666666666665,120
Ahmednagar,Maharashtra,2018,summer,30.851775700934578,27.74,32.341588785046724,2.6934579439252344,107
Ahmednagar,Maharashtra,2018,kharif,28.15864485981308,288.77,55.5822429906542,3.6078971962616824,214
Ahmednagar,Maharashtra,2018,rabi,24.59274725274726,14.8,34.62010989010989,1.7653846153846158,182
Aligarh,Uttar Pradesh,2017,winter,17.21475,30.740000000000002,39.082,1.8095833333333333,120
Aligarh,Uttar Pradesh,2017,summer,31.74065420560748,70.25999999999999,23.332149532710275,2.315233644859813,107
Aligarh,Uttar Pradesh,2017,kharif,31.54682242990654,541.54,45.81158878504673,2.0025700934579436,214
Aligarh,Uttar Pradesh,2017,rabi,19.951648351648352,47.52,37.51478021978022,1.8062087912087914,182
Akola,Maharashtra,2018,winter,22.754999999999995,21.240000000000002,33.99316666666667,1.5517499999999997,120
Akola,Maharashtra,2018,summer,32.80570093457944,125.93,26.46644859813084,2.755514018691589,107
Akola,Maharashtra,2018,kharif,28.744579439252337,821.54,59.01878504672898,2.88,214
Akola,Maharashtra,2018,rabi,24.434065934065934,25.82,36.29417582417582,1.5917032967032965,182
Aligarh,Uttar Pradesh,2018,winter,16.91375,8.2,39.73475,1.7009166666666666,120
Aligarh,Uttar Pradesh,2018,summer,31.862803738317755,56.28,24.442429906542053,2.1453271028037384,107
Aligarh,Uttar Pradesh,2018,kharif,30.705140186915894,772.7199999999999,54.70439252336447,1.9641121495327103,214
Aligarh,Uttar Pradesh,2018,rabi,19.723846153846154,15.170000000000002,40.83538461538461,1.688791208791209,182
Ajmer,Rajasthan,2020,winter,16.993166666666667,6.12,40.489916666666666,1.74325,120
Ajmer,Rajasthan,2020,summer,29.036822429906543,114.73,34.95897196261682,2.464392523364485,107
Ajmer,Rajasthan,2020,kharif,30.39275700934579,483.21000000000004,50.97883177570094,2.406214953271028,214
Ajmer,Rajasthan,2020,rabi,19.4603825136612,33.54,40.99377049180328,1.7572677595628416,183
Akola,Maharashtra,2020,winter,20.6125,15.89,62.120583333333336,1.8242500000000001,120
Akola,Maharashtra,2020,summer,31.563925233644863,163.69,33.27168224299065,2.5767289719626167,107
Akola,Maharashtra,2020,kharif,28.85476635514019,939.4200000000001,64.68827102803739,2.3633177570093458,214
Akola,Maharashtra,2020,rabi,22.548961748633875,91.12,60.559890710382525,1.804426229508197,183
Aligarh,Uttar Pradesh,2016,winter,18.140333333333334,1.69,28.421916666666668,1.62175,120
Aligarh,Uttar Pradesh,2016,summer,32.296168224299066,63.379999999999995,23.637943925233646,2.142429906542056,107
Aligarh,Uttar Pradesh,2016,kharif,31.237663551401873,668.36,49.89971962616823,1.839766355140187,214
Aligarh,Uttar Pradesh,2016,rabi,20.826284153005467,23.33,30.52409836065574,1.6612021857923498,183
Aligarh,Uttar Pradesh,2015,winter,17.41075,36.449999999999996,39.14041666666667,1.61825,120
Aligarh,Uttar Pradesh,2015,summer,29.645233644859818,144.63,34.1614953271028,2.1020560747663555,107
Aligarh,Uttar Pradesh,2015,kharif,31.159719626168226,518.2900000000001,44.81294392523365,2.010046728971963,214
Aligarh,Uttar Pradesh,2015,rabi,19.80098901098901,128.07,40.545,1.6564835164835165,182
Ajmer,Rajasthan,2017,winter,17.983083333333333,20.3,31.873333333333335,1.7907499999999998,120
Ajmer,Rajasthan,2017,summer,30.06485981308411,98.35999999999999,27.414112149532713,2.914953271028037,107
Ajmer,Rajasthan,2017,kharif,29.981822429906543,477.84000000000003,48.75280373831776,2.6806542056074765,214
Ajmer,Rajasthan,2017,rabi,20.59,32.08,30.3878021978022,1.8104945054945059,182
Allahabad,Uttar Pradesh,2017,winter,18.886166666666668,6.93,46.42583333333334,1.536,120
Allahabad,Uttar Pradesh,2017,summer,33.53271028037383,28.6,21.680373831775704,2.2549532710280373,107
Allahabad,Uttar Pradesh,2017,kharif,31.720233644859814,776.54,55.92920560747664,2.069485981308411,214
Allahabad,Uttar Pradesh,2017,rabi,21.52664835164835,13.18,46.033956043956046,1.5737362637362635,182
Allahabad,Uttar Pradesh,2016,winter,18.180666666666664,14.46,49.70991666666667,1.5186666666666668,120
Allahabad,Uttar Pradesh,2016,summer,33.964205607476636,56.28999999999999,23.924766355140186,2.2153271028037387,107
Allahabad,Uttar Pradesh,2016,kharif,31.245841121495324,1030.83,58.70476635514019,2.125607476635514,214
Allahabad,Uttar Pradesh,2016,rabi,20.924590163934425,48.290000000000006,50.44234972677596,1.5290710382513664,183
Ajmer,Rajasthan,2018,winter,18.51425,1.05,26.730416666666667,1.6611666666666667,120
Ajmer,Rajasthan,2018,summer,31.243738317757014,17.46,21.449532710280376,2.9337383177570096,107
Ajmer,Rajasthan,2018,kharif,30.142803738317756,391.91999999999996,46.13630841121496,2.803177570093458,214
Ajmer,Rajasthan,2018,rabi,20.957142857142856,2.17,27.586043956043955,1.757032967032967,182
Almorah,Uttarakhand,2020,winter,6.50825,477.30999999999995,92.47991666666667,5.651250000000001,120
Almorah,Uttarakhand,2020,summer,9.186355140186917,144.71,85.0528971962617,4.016355140186916,107
Almorah,Uttarakhand,2020,kharif,12.27214953271028,754.5699999999999,86.29962616822428,3.977383177570093,214
Almorah,Uttarakhand,2020,rabi,6.9871584699453555,673.6899999999998,91.19584699453554,5.472076502732241,183
Akola,Maharashtra,2015,winter,23.203916666666668,45.940000000000005,40.36241666666667,1.7911666666666666,120
Akola,Maharashtra,2015,summer,31.113644859813093,196.63999999999996,37.304392523364484,2.8414018691588776,107
Akola,Maharashtra,2015,kharif,28.905700934579443,863.03,60.76224299065421,2.9082242990654206,214
Akola,Maharashtra,2015,rabi,24.429065934065935,93.39999999999999,44.777857142857144,1.7318131868131865,182
Allahabad,Uttar Pradesh,2018,winter,18.986749999999997,7.019999999999999,39.96383333333333,1.5429166666666667,120
Allahabad,Uttar Pradesh,2018,summer,33.305607476635515,53.45,24.65046728971963,2.344018691588785,107
Allahabad,Uttar Pradesh,2018,kharif,31.43803738317757,786.1500000000001,56.49051401869158,2.2593457943925235,214
Allahabad,Uttar Pradesh,2018,rabi,21.665769230769232,8.399999999999999,41.12423076923077,1.5686263736263737,182
Allahabad,Uttar Pradesh,2015,winter,19.65175,59.11,42.17633333333333,1.4758333333333333,120
Allahabad,Uttar Pradesh,2015,summer,31.693177570093457,99.03999999999999,32.498785046728976,2.0794392523364484,107
Allahabad,Uttar Pradesh,2015,kharif,31.864345794392523,588.74,50.36607476635514,2.158691588785046,214
Allahabad,Uttar Pradesh,2015,rabi,22.007142857142853,107.41999999999999,42.40582417582418,1.5307142857142855,182
Allahabad,Uttar Pradesh,2020,winter,16.912333333333333,40.36,59.721000000000004,1.5769999999999997,120
Allahabad,Uttar Pradesh,2020,summer,30.080560747663554,197.93999999999997,41.32130841121494,2.005514018691589,107
Allahabad,Uttar Pradesh,2020,kharif,29.883738317757015,961.0699999999999,64.4696261682243,1.9045794392523367,214
Allahabad,Uttar Pradesh,2020,rabi,19.76622950819672,81.33000000000001,59.77245901639345,1.5407103825136608,183
Almorah,Uttarakhand,2017,winter,6.053333333333334,310.33000000000004,92.02508333333334,4.881916666666667,120
Almorah,Uttarakhand,2017,summer,9.712429906542056,261.17,86.90205607476638,3.9885981308411216,107
Almorah,Uttarakhand,2017,kharif,12.427289719626168,679.85,86.7527570093458,4.044392523364486,214
Almorah,Uttarakhand,2017,rabi,7.211373626373627,525.89,91.43681318681318,4.842472527472529,182
Aligarh,Uttar Pradesh,2019,winter,16.12333333333333,87.54,51.421,1.7069166666666666,120
Aligarh,Uttar Pradesh,2019,summer,30.56514018691589,54.76,28.54149532710281,2.2944859813084113,107
Aligarh,Uttar Pradesh,2019,kharif,31.61032710280374,504.29999999999995,49.524813084112154,2.1105140186915885,214
Aligarh,Uttar Pradesh,2019,rabi,18.76879120879121,112.78999999999999,50.16489010989011,1.717307692307692,182
Almorah,Uttarakhand,2019,winter,6.374916666666667,358.29999999999995,92.10083333333334,4.755833333333333,120
Almorah,Uttarakhand,2019,summer,9.001682242990654,343.7,86.55616822429906,4.1330841121495325,107
Almorah,Uttarakhand,2019,kharif,12.248364485981309,657.05,86.5079906542056,3.849766355140187,214
Almorah,Uttarakhand,2019,rabi,7.018296703296704,587.4200000000001,91.0429120879121,4.796098901098901,182
Allahabad,Uttar Pradesh,2019,winter,17.37675,56.3,61.35758333333333,1.4573333333333331,120
Allahabad,Uttar Pradesh,2019,summer,32.885327102803735,17.85,23.09476635514019,2.2000934579439253,107
Allahabad,Uttar Pradesh,2019,kharif,31.4214953271028,1044.8799999999999,57.479766355140185,2.143551401869159,214
Allahabad,Uttar Pradesh,2019,rabi,19.906593406593405,102.78,59.372032967032965,1.4792307692307691,182
Aligarh,Uttar Pradesh,2020,winter,16.307,41.08,45.335833333333326,1.8283333333333331,120
Aligarh,Uttar Pradesh,2020,summer,29.173271028037384,126.35,39.38943925233645,2.0982242990654205,107
Aligarh,Uttar Pradesh,2020,kharif,31.216775700934576,448.82,48.42504672897196,2.085373831775701,214
Aligarh,Uttar Pradesh,2020,rabi,19.029781420765026,106.94000000000001,44.38295081967214,1.806393442622951,183
Alwar,Rajasthan,2016,winter,18.72733333333333,1.31,26.975416666666668,1.43725,120
Alwar,Rajasthan,2016,summer,32.292429906542054,48.32,23.002056074766358,2.2328037383177572,107
Alwar,Rajasthan,2016,kharif,31.310841121495326,676.63,48.673551401869155,1.9945794392523364,214
Alwar,Rajasthan,2016,rabi,21.315628415300548,18.42,29.532185792349722,1.5195081967213118,183
Almorah,Uttarakhand,2015,winter,6.429333333333333,533.62,91.99825000000001,5.7796666666666665,120
Almorah,Uttarakhand,2015,summer,8.035981308411214,289.5,85.5763551401869,4.423831775700934,107
Almorah,Uttarakhand,2015,kharif,11.463130841121496,589.16,86.08794392523363,3.8557943925233644,214
Almorah,Uttarakhand,2015,rabi,7.048241758241758,686.3900000000001,90.79675824175825,5.30543956043956,182
Amarawati,Maharashtra,2015,winter,22.834083333333336,46.58,41.50383333333334,1.8114166666666667,120
Amarawati,Maharashtra,2015,summer,31.367476635514024,201.23,36.17728971962617,2.787289719626168,107
Amarawati,Maharashtra,2015,kharif,28.78799065420561,997.9399999999999,62.446121495327105,2.8048130841121495,214
Amarawati,Maharashtra,2015,rabi,24.111868131868132,93.0,45.77758241758241,1.7366483516483513,182
Almorah,Uttarakhand,2016,winter,5.948333333333333,371.16,91.68525,4.918666666666667,120
Almorah,Uttarakhand,2016,summer,8.78373831775701,262.11999999999995,86.91355140186917,3.7196261682242997,107
Almorah,Uttarakhand,2016,kharif,12.333271028037382,590.8399999999999,86.90056074766356,3.758411214953271,214
Almorah,Uttarakhand,2016,rabi,6.728087431693989,491.27,90.80311475409837,4.607868852459016,183
Alwar,Rajasthan,2018,winter,17.762416666666663,5.99,34.233666666666664,1.4738333333333336,120
Alwar,Rajasthan,2018,summer,31.83065420560748,60.63,23.453271028037385,2.078598130841122,107
Alwar,Rajasthan,2018,kharif,30.739112149532712,726.5900000000001,51.486448598130835,2.053177570093458,214
Alwar,Rajasthan,2018,rabi,20.487307692307695,21.61,35.23868131868132,1.5147252747252744,182
Ambala,Haryana,2017,winter,15.989666666666666,125.4,46.12883333333333,1.71925,120
Ambala,Haryana,2017,summer,28.840186915887852,171.65,31.022056074766358,2.4724299065420565,107
Ambala,Haryana,2017,kharif,29.082943925233646,1078.34,53.50154205607477,1.8241121495327104,214
Ambala,Haryana,2017,rabi,18.246208791208794,154.3,45.51219780219781,1.8132417582417582,182
Amarawati,Maharashtra,2017,winter,22.313916666666668,3.1399999999999997,39.32208333333333,1.6531666666666667,120
Amarawati,Maharashtra,2017,summer,32.72130841121495,79.37,24.614205607476638,2.8994392523364487,107
Amarawati,Maharashtra,2017,kharif,29.321121495327105,742.5899999999999,59.56303738317758,2.796728971962617,214
Amarawati,Maharashtra,2017,rabi,23.96225274725275,87.85000000000001,41.165879120879126,1.6814835164835162,182
Almorah,Uttarakhand,2018,winter,6.305583333333333,500.03999999999996,91.74708333333334,5.271333333333334,120
Almorah,Uttarakhand,2018,summer,8.977383177570095,275.37,87.6192523364486,3.8817757009345795,107
Almorah,Uttarakhand,2018,kharif,12.607990654205608,439.54,85.72953271028037,3.6282710280373833,214
Almorah,Uttarakhand,2018,rabi,6.635879120879121,671.6,90.47642857142857,5.046923076923076,182
Alwar,Rajasthan,2019,winter,16.236916666666666,57.60000000000001,49.647749999999995,1.523,120
Alwar,Rajasthan,2019,summer,30.748224299065424,56.81,26.484392523364484,2.2189719626168225,107
Alwar,Rajasthan,2019,kharif,31.58864485981308,535.65,48.8858878504673,2.0117757009345794,214
Alwar,Rajasthan,2019,rabi,18.885659340659338,80.4,48.065604395604396,1.5499450549450549,182
Amarawati,Maharashtra,2016,winter,22.226833333333335,6.2299999999999995,37.714999999999996,1.60475,120
Amarawati,Maharashtra,2016,summer,33.679345794392525,53.94,27.144672897196262,3.00411214953271,107
Amarawati,Maharashtra,2016,kharif,28.972476635514017,1028.76,62.54785046728973,2.892336448598131,214
Amarawati,Maharashtra,2016,rabi,23.79103825136612,70.32,41.821584699453545,1.6773224043715844,183
Ambala,Haryana,2018,winter,15.114083333333333,65.72999999999999,48.35808333333333,1.8424166666666664,120
Ambala,Haryana,2018,summer,28.947102803738318,176.52,30.539813084112147,2.36411214953271,107
Ambala,Haryana,2018,kharif,28.37915887850467,1347.5,58.622476635514026,1.8901869158878504,214
Ambala,Haryana,2018,rabi,17.636153846153846,89.11000000000001,48.739395604395604,1.839175824175824,182
Amarawati,Maharashtra,2018,winter,22.735333333333333,20.879999999999995,33.05866666666667,1.5100000000000002,120
Amarawati,Maharashtra,2018,summer,33.04467289719626,139.73999999999998,25.835327102803742,2.6901869158878506,107
Amarawati,Maharashtra,2018,kharif,29.009626168224298,764.27,58.939579439252334,2.8370093457943923,214
Amarawati,Maharashtra,2018,rabi,24.51351648351648,23.83,35.33989010989011,1.5560439560439563,182
Ambala,Haryana,2015,winter,16.261583333333334,72.8,44.3345,1.8464166666666666,120
Ambala,Haryana,2015,summer,27.399439252336446,218.01999999999998,41.14439252336449,2.2041121495327105,107
Ambala,Haryana,2015,kharif,28.795887850467288,919.1400000000001,53.11705607476636,1.8200467289719626,214
Ambala,Haryana,2015,rabi,18.271153846153847,224.89,47.541428571428575,1.848901098901099,182
Ambala,Haryana,2019,winter,14.252,191.3,57.19858333333333,1.6783333333333332,120
Ambala,Haryana,2019,summer,27.629065420560746,104.48000000000002,36.93691588785047,2.292056074766355,107
Ambala,Haryana,2019,kharif,29.025560747663548,915.2400000000001,55.004018691588776,1.8598130841121496,214
Ambala,Haryana,2019,rabi,16.42659340659341,230.32999999999998,57.80554945054946,1.672252747252747,182
Alwar,Rajasthan,2017,winter,17.771916666666666,27.11,34.64066666666667,1.584166666666667,120
Alwar,Rajasthan,2017,summer,31.725140186915883,67.48,23.520841121495327,2.351682242990654,107
Alwar,Rajasthan,2017,kharif,31.925981308411213,400.71000000000004,41.735934579439245,2.2219158878504675,214
Alwar,Rajasthan,2017,rabi,20.461428571428574,44.150000000000006,33.1645054945055,1.6147252747252747,182
Alwar,Rajasthan,2020,winter,16.645583333333335,34.4,43.040333333333336,1.5701666666666667,120
Alwar,Rajasthan,2020,summer,29.23009345794393,111.06,37.364672897196265,2.0046728971962615,107
Alwar,Rajasthan,2020,kharif,31.36261682242991,428.42999999999995,46.35789719626168,2.0341588785046727,214
Alwar,Rajasthan,2020,rabi,19.19174863387978,88.84,42.65595628415301,1.5932240437158467,183
Ambala,Haryana,2020,winter,14.534583333333332,140.5,51.34916666666666,1.8033333333333332,120
